Neuron,FPS,Peak Intensities,Distances,Peak Location (s),Peak Value,Amplitude,FWHM (s),Mean Rise Rate (s^-1),Stdev Mean Rise Rate(s^-1),Peak Rise Rate (s^-1),Mean Fall Rate(s^-1),Stdev Mean Fall Rate(s^-1),Peak Fall Rate (s^-1),Cell Info,,,,,,,,,
1.437282,0.999658,0.955702,1.040979,1.239674,0.945419,0.940275,0.979055,0.937757,0.905256,0.735298,0.957888,0.887015,0.840707,0.954082,1.189629,0.909086,0.947098,1.021867,0.914385,0.990355,0.91104,0.884355,1.121491
1.410716,1.000352,0.957589,1.040221,1.243794,0.935008,0.958096,0.998409,0.917605,0.900677,0.720898,0.962036,0.888445,0.842994,0.944949,1.186859,0.917918,0.929456,1.042435,0.912015,0.994494,0.918734,0.888041,1.131734
1.40723,1.026311,0.975463,1.042653,1.261455,0.922769,0.95477,0.994251,0.942849,0.920875,0.742572,0.97113,0.8971,0.859671,0.950859,1.194585,0.939292,0.95101,1.04186,0.906677,0.993654,0.908954,0.895793,1.135984
1.403986,1.02726,0.992574,1.042917,1.250865,0.937142,0.959603,1.003356,0.93225,0.912601,0.743731,0.984444,0.893476,0.86628,0.965322,1.201266,0.927547,0.979322,1.043011,0.917183,1.007099,0.917155,0.905917,1.122918
1.427489,1.025962,0.98521,1.039354,1.286666,0.97446,0.981967,0.994722,0.946801,0.921603,0.762896,0.977678,0.903056,0.862624,0.960339,1.212722,0.932122,0.987409,1.061575,0.937942,1.013343,0.92959,0.910909,1.106175
1.393886,1.005232,0.976756,1.016685,1.293242,0.937382,0.953691,0.992403,0.95372,0.923435,0.759334,0.991881,0.889609,0.873619,0.9381,1.19791,0.927886,0.962279,1.043644,0.919702,1.013535,0.911371,0.897908,1.108654
1.393796,1.021785,0.97971,1.03335,1.294423,0.952561,0.959308,1.001835,0.94733,0.920461,0.757852,0.978959,0.90363,0.867782,0.953923,1.207669,0.921934,0.992245,1.054547,0.923196,1.003028,0.901528,0.895732,1.103165
1.381281,1.014499,0.97022,1.005729,1.294588,0.96194,0.964759,0.982955,0.906845,0.914585,0.745315,0.975794,0.891664,0.857863,0.951722,1.193837,0.905821,0.97397,1.01407,0.917473,0.996916,0.903618,0.891823,1.091462
1.366014,1.0019,0.969758,1.012914,1.292988,0.925751,0.967315,1.007957,0.925677,0.922801,0.736243,0.976014,0.883186,0.845218,0.944616,1.198005,0.8979,0.96403,1.012243,0.898638,1.005317,0.901323,0.895814,1.079934
1.408359,1.007939,0.982861,1.044542,1.318199,0.973591,0.982861,1.015222,0.920187,0.925431,0.757354,0.982157,0.876588,0.841767,0.941218,1.217663,0.912576,0.983103,1.043052,0.922956,1.022839,0.906911,0.892558,1.094194
1.402412,1.032972,0.976408,1.053335,1.297335,0.953672,1.004198,1.014714,0.936159,0.923264,0.741138,0.979934,0.889914,0.867858,0.968272,1.225236,0.950953,0.977011,1.0488,0.928354,1.039246,0.904529,0.901928,1.088018
1.411708,1.020484,0.97974,1.034954,1.284195,0.952354,1.000249,1.01254,0.929003,0.920079,0.738545,0.975607,0.889684,0.886147,0.954405,1.223628,0.948909,0.972644,1.050616,0.946293,1.065299,0.920404,0.894209,1.10422
1.41101,1.024886,0.977295,1.026134,1.281282,0.953332,1.003377,1.029767,0.930937,0.913002,0.735547,0.97337,0.882796,0.877803,0.952985,1.192139,0.92669,0.95393,1.105651,0.95929,1.067194,0.906395,0.893357,1.084105
1.43019,1.02168,0.98297,1.019957,1.266442,0.941405,0.999206,1.036064,0.921444,0.921874,0.724658,0.978071,0.882205,0.878414,0.936949,1.19811,0.936048,0.966396,1.167138,0.984382,1.058452,0.903326,0.884511,1.063037
1.429733,1.031526,0.989849,1.045804,1.240552,0.94512,0.979768,0.999855,0.946765,0.90291,0.712719,0.982854,0.878414,0.869681,0.927598,1.197319,0.90059,0.94441,1.114264,0.96106,1.021004,0.911391,0.881872,1.067468
1.433906,1.022431,0.984437,1.048797,1.237722,0.956196,0.965641,1.007376,0.952067,0.907575,0.737549,0.96151,0.875274,0.869807,0.937869,1.190288,0.914774,0.936266,1.090459,0.961444,1.00978,0.904369,0.875732,1.086055
1.466229,1.042256,0.991664,1.029342,1.272821,0.95686,0.969829,0.987764,0.944222,0.906226,0.734687,0.984312,0.8825,0.877784,0.938928,1.19357,0.926867,0.975719,1.053644,0.962126,1.004097,0.9032,0.887146,1.087716
1.454826,1.021935,0.981863,1.022312,1.267722,0.950894,0.941719,0.979018,0.933515,0.907521,0.732035,0.971186,0.875717,0.867619,0.930688,1.198551,0.919638,1.023113,1.032605,0.936515,0.998662,0.898429,0.890653,1.069073
1.472103,1.031575,0.99189,1.036055,1.268597,0.960123,0.954569,0.96961,0.910304,0.901996,0.730122,0.989439,0.883557,0.86285,0.933693,1.190257,0.927919,1.007403,1.031848,0.923009,1.021356,0.897393,0.89191,1.071725
1.470858,1.039187,0.998788,1.026078,1.24425,0.955402,0.992093,0.983223,0.919368,0.908368,0.737051,0.972652,0.885161,0.862381,0.952812,1.200165,0.932113,0.99546,1.017085,0.927389,1.027462,0.903056,0.89129,1.095182
1.467171,1.019765,1.007149,1.047006,1.237247,0.943294,0.985821,0.991104,0.936829,0.896272,0.737338,0.974812,0.875221,0.853721,0.934864,1.190998,0.926773,1.018239,1.014824,0.924187,1.008202,0.924585,0.890875,1.123593
1.440148,1.034017,0.98628,1.040249,1.286481,0.95885,0.979185,1.008744,0.934969,0.911704,0.734187,0.990739,0.886059,0.859112,0.940671,1.213168,0.913965,1.015609,1.01039,0.926507,1.00107,0.914917,0.908139,1.123673
1.4161,1.02745,0.978094,1.032718,1.271684,0.955487,0.98066,0.998839,0.956951,0.914247,0.727481,0.983328,0.881235,0.833478,0.94802,1.199673,0.921412,1.011991,1.037704,0.936895,1.00342,0.906204,0.881006,1.122225
1.40097,1.032615,0.999822,1.052109,1.272053,0.956461,0.980111,1.005522,0.957284,0.901724,0.736059,0.98617,0.897716,0.848377,0.942848,1.214508,0.955654,0.993857,1.057444,0.947626,1.026016,0.893046,0.89791,1.106245
1.412731,1.03663,0.992486,1.02817,1.265939,0.952551,0.988612,0.998552,0.950772,0.914848,0.742453,0.969545,0.89192,0.851487,0.929489,1.222287,0.999675,0.986781,1.058788,0.956108,1.049319,0.910333,0.891186,1.10099
1.408437,1.028461,1.007851,1.046803,1.289831,0.970018,0.983668,1.012613,0.936903,0.920197,0.731657,0.97518,0.905293,0.845381,0.931,1.214168,0.94187,0.996863,1.083963,0.95637,1.034296,0.909188,0.888367,1.114099
1.395417,1.031011,1.006461,1.023484,1.299108,0.972577,0.999936,1.00147,0.931629,0.898174,0.732048,0.980715,0.8836,0.854592,0.935369,1.207913,0.922016,0.976492,1.069628,0.956133,1.033357,0.906023,0.887668,1.116465
1.380016,1.03564,1.011578,1.045383,1.290039,0.969068,0.993045,0.989291,0.955071,0.905824,0.734805,0.982699,0.874786,0.860933,0.940752,1.214251,0.922128,0.974207,1.04628,0.960886,1.047403,0.909199,0.886793,1.115925
1.395813,1.047464,1.016585,1.040369,1.304009,0.958681,0.970844,1.002072,0.950701,0.903196,0.741289,0.977954,0.907359,0.849149,0.940354,1.210853,0.928925,0.960431,1.061766,0.930968,1.03222,0.905564,0.88913,1.119906
1.377272,1.037506,1.017361,1.049728,1.311682,0.967702,0.971187,1.010687,0.940167,0.886177,0.737488,0.976592,0.881021,0.842048,0.943038,1.203344,0.906031,0.964228,1.033655,0.924413,1.022592,0.899545,0.890779,1.095084
1.371754,1.039332,1.017465,1.061721,1.329557,0.967539,0.985382,1.0124,0.935442,0.910079,0.738642,0.987561,0.891959,0.851827,0.938614,1.214592,0.920596,0.97655,1.041217,0.9242,1.031921,0.903461,0.888907,1.117173
1.361365,1.030087,1.016435,1.041816,1.332486,0.983428,0.98661,1.004193,0.929155,0.900817,0.742868,0.980246,0.888083,0.869849,0.95007,1.207993,0.912309,0.98493,1.05091,0.935037,1.025071,0.900039,0.888045,1.112205
1.369305,1.043674,1.014688,1.077027,1.344644,0.967216,0.988897,1.022799,0.924878,0.903471,0.761111,0.978896,0.894802,0.858033,0.954711,1.188438,0.919317,0.972789,1.046823,0.958547,1.035701,0.895904,0.8883,1.102887
1.380224,1.038938,1.004474,1.077366,1.299225,0.948757,0.984691,0.996413,0.948097,0.896482,0.740049,0.968731,0.871462,0.853102,0.94465,1.187756,0.927397,0.965071,1.04866,0.933266,1.031289,0.893334,0.890807,1.086131
1.40123,1.038575,1.003606,1.060138,1.272824,0.962384,0.977837,0.99538,0.929601,0.892934,0.74005,0.972914,0.894959,0.857927,0.934473,1.195272,0.925815,0.973867,1.066218,0.935493,1.024853,0.907128,0.889659,1.09548
1.41309,1.042349,0.99821,1.026273,1.287477,0.944101,0.962619,0.997429,0.936972,0.885735,0.730424,0.972672,0.889231,0.848013,0.911983,1.188898,0.932881,0.964596,1.080885,0.938503,1.003533,0.882725,0.871687,1.122155
1.421187,1.038714,1.003042,1.026908,1.307785,0.946423,0.971382,0.994438,0.934965,0.883443,0.7238,0.974577,0.884087,0.855627,0.915008,1.192644,0.927618,0.955453,1.092942,0.96259,1.008152,0.890658,0.873474,1.136368
1.440667,1.029376,1.00435,1.032811,1.267103,0.933429,0.960163,1.014737,0.910037,0.878482,0.718804,0.972996,0.873655,0.836039,0.915431,1.190584,0.906757,0.925352,1.095339,0.949044,1.001497,0.891104,0.87033,1.11064
1.439042,1.00044,0.983358,1.024984,1.251167,0.925567,0.973347,1.013631,0.924337,0.871613,0.707691,0.957197,0.86771,0.849431,0.903311,1.189763,0.890076,0.928788,1.100885,0.953698,1.001672,0.883419,0.86585,1.089839
1.423181,1.022568,0.991666,1.033713,1.263379,0.926352,0.971922,1.015666,0.921517,0.868272,0.715967,0.965019,0.872129,0.840436,0.901252,1.185371,0.897765,0.922417,1.099174,0.951383,0.996347,0.881585,0.855478,1.103709
1.399527,1.006418,0.964382,1.024298,1.245472,0.912498,0.961678,0.997807,0.919227,0.86895,0.698935,0.956286,0.86054,0.846916,0.899648,1.187828,0.887473,0.907909,1.086749,0.946008,1.024507,0.870368,0.877929,1.095346
1.433411,1.029646,0.997107,1.046535,1.27633,0.947453,0.975514,0.998281,0.948983,0.892725,0.729058,0.971924,0.896047,0.855275,0.913117,1.215569,0.921841,0.958096,1.088532,0.95301,1.013195,0.87993,0.889974,1.117675
1.380663,1.012628,0.972774,1.010571,1.265974,0.930517,0.974208,0.974199,0.925974,0.873221,0.706547,0.95603,0.884373,0.866075,0.907412,1.187545,0.895026,0.919246,1.035408,0.923773,1.01203,0.868516,0.87497,1.118462
1.370476,1.01155,0.983619,1.012082,1.262168,0.935586,0.965216,0.980926,0.919467,0.866583,0.714182,0.957149,0.881132,0.850988,0.910793,1.190138,0.891215,0.923741,1.031867,0.920446,1.011664,0.860536,0.883504,1.10988
1.395999,1.034466,0.991578,1.031267,1.282203,0.938986,0.99779,0.99692,0.909806,0.887712,0.721352,0.977826,0.883451,0.850673,0.926225,1.183037,0.919537,0.955668,1.042533,0.930915,1.05143,0.870609,0.89622,1.127847
1.395539,1.025806,1.003594,1.028907,1.274901,0.944079,0.976331,0.995186,0.918952,0.887607,0.720883,0.982355,0.886145,0.849185,0.927571,1.203697,0.898541,0.971258,1.058032,0.940782,1.032254,0.866863,0.877271,1.128699
1.420367,1.028459,1.015617,1.043211,1.284179,0.952883,0.986794,1.00685,0.948002,0.890671,0.728845,0.985834,0.889815,0.856716,0.932846,1.220359,0.928401,0.938003,1.070187,0.957357,1.026013,0.88278,0.881687,1.143706
1.415271,1.032258,0.999825,1.051884,1.29686,0.969915,0.978874,0.992204,0.921287,0.894595,0.743947,0.974338,0.89442,0.847781,0.92567,1.202331,0.94,0.937484,1.079025,0.956249,1.022148,0.886647,0.89552,1.136206
1.44474,1.060594,1.014911,1.059019,1.311832,0.966454,0.972711,1.013172,0.933689,0.897107,0.746032,0.97628,0.907407,0.862836,0.943433,1.212033,0.924564,0.966152,1.082085,0.944706,1.042171,0.879883,0.901462,1.137151
1.427586,1.050451,1.024195,1.056821,1.279457,0.95096,0.979851,1.006014,0.956919,0.89246,0.737789,0.995287,0.908204,0.848692,0.926911,1.208832,0.938143,0.948955,1.088586,0.947328,1.033804,0.878928,0.887145,1.161924
1.421251,1.037202,1.027813,1.054053,1.318121,0.959611,0.97995,0.997733,0.942846,0.894624,0.734713,0.982398,0.906342,0.861929,0.92103,1.213083,0.923411,0.971677,1.069713,0.957265,1.020247,0.895656,0.889111,1.13386
1.374247,1.041061,1.012375,1.047607,1.320348,0.958207,0.964074,0.998659,0.95107,0.892334,0.7303,0.96809,0.890276,0.878837,0.944363,1.203513,0.918744,0.984314,1.059974,0.930505,1.020646,0.878445,0.884839,1.156476
1.360889,1.015669,0.987499,1.026594,1.301157,0.936639,0.965993,0.970673,0.924694,0.888345,0.734746,0.967491,0.893388,0.85514,0.905441,1.176219,0.886649,0.979655,1.030948,0.928984,1.027882,0.853967,0.859335,1.121997
1.386774,1.038235,0.989761,1.04224,1.318273,0.967747,0.964235,0.973777,0.913117,0.886126,0.732639,0.965669,0.906264,0.847434,0.915782,1.182536,0.900906,0.956646,1.046187,0.938484,1.03851,0.871004,0.866418,1.133138
1.427024,1.043466,1.002301,1.047966,1.326162,0.971613,0.957958,0.977405,0.935579,0.898462,0.745625,0.970305,0.895748,0.846734,0.925798,1.181077,0.913892,0.979952,1.038628,0.947783,1.017648,0.868897,0.870189,1.124194
1.401354,1.025573,0.998051,1.038554,1.313315,0.953143,0.964996,0.966428,0.913397,0.88919,0.741482,0.966231,0.903758,0.826956,0.916174,1.192599,0.910445,0.960886,1.051488,0.955066,1.035616,0.858411,0.864491,1.160181
1.430277,1.035195,1.007226,1.04202,1.310536,0.959123,1.013551,0.996428,0.893987,0.891356,0.73151,0.954581,0.90222,0.851375,0.916951,1.20325,0.907956,0.951801,1.048286,0.963008,1.046869,0.863514,0.870958,1.142518
1.422119,1.045067,1.009383,1.027481,1.324259,0.947045,0.981797,0.990305,0.934127,0.883978,0.722474,0.971165,0.919429,0.85951,0.910395,1.17972,0.91148,0.953307,1.050161,0.946615,1.057186,0.868655,0.877624,1.126593
1.444083,1.0321,1.02079,1.042507,1.309033,0.942621,1.001321,1.012565,0.961076,0.906455,0.735994,0.973371,0.929115,0.844131,0.915854,1.188485,0.909243,0.951908,1.050044,0.949169,1.053148,0.856143,0.880015,1.113417
1.445816,1.049748,1.008569,1.069322,1.297172,0.949064,0.9889,0.996035,0.933845,0.888778,0.749946,0.969632,0.931961,0.855413,0.911597,1.191799,0.92417,0.940549,1.031678,0.936817,1.037206,0.856332,0.877668,1.101587
1.457763,1.043518,1.005505,1.047268,1.297185,0.940782,0.978591,1.007076,0.905384,0.87891,0.754559,0.966664,0.931571,0.843163,0.921285,1.181007,0.918423,0.944689,1.031377,0.923528,1.006501,0.861712,0.858899,1.090499
1.471763,1.035818,1.008389,1.038171,1.273651,0.943372,0.938829,0.97626,0.904276,0.879653,0.744953,0.953532,0.930435,0.842179,0.89384,1.180638,0.92332,0.93729,1.010194,0.904761,0.992921,0.859047,0.854023,1.078505
1.417206,1.027313,0.996019,1.044843,1.277955,0.944816,0.944399,0.971013,0.900073,0.888658,0.730786,0.95204,0.93556,0.824096,0.897508,1.190194,0.890868,0.951078,1.027614,0.913163,0.972731,0.852532,0.866608,1.086826
1.402099,1.046526,0.999763,1.061155,1.272291,0.941923,0.942812,0.969907,0.907021,0.880458,0.738886,0.954482,0.936319,0.824431,0.893573,1.181788,0.893031,0.954164,1.013729,0.92345,0.971734,0.852108,0.855264,1.103335
1.41828,1.052614,1.007441,1.067384,1.28667,0.944327,0.931592,0.979318,0.930778,0.878987,0.730941,0.959493,0.933166,0.844027,0.922315,1.198522,0.912975,0.949624,1.022032,0.909786,0.978646,0.861385,0.872386,1.13168
1.412092,1.036317,1.004514,1.035161,1.285328,0.931274,0.939537,0.960959,0.918944,0.886018,0.732772,0.951045,0.940921,0.83577,0.920095,1.182724,0.921837,0.930618,1.022501,0.92404,0.981152,0.858854,0.853335,1.138417
1.423129,1.05152,1.021018,1.035108,1.311407,0.935646,0.942517,0.957994,0.957997,0.899241,0.737954,0.957343,0.931765,0.839324,0.925078,1.200355,0.92285,0.946001,1.037395,0.935622,1.000011,0.862887,0.868084,1.127529
1.427992,1.0442,1.022724,1.047001,1.301709,0.952192,0.948567,0.975295,0.956631,0.886387,0.775403,0.957483,0.940219,0.84768,0.910206,1.203101,0.924191,0.957301,1.024699,0.920091,0.99337,0.85327,0.861298,1.11913
1.423925,1.054169,1.014173,1.045959,1.330288,0.95354,0.95274,0.977629,0.94603,0.884601,0.766709,0.945276,0.910616,0.852369,0.902941,1.188646,0.921496,0.946898,1.010645,0.924485,1.020203,0.85678,0.875071,1.124164
1.418778,1.057438,1.032326,1.064041,1.306421,0.973856,0.970215,1.026565,0.924488,0.878625,0.767741,0.962371,0.941032,0.834115,0.919482,1.194585,0.935028,0.982032,1.040992,0.934447,1.009692,0.856022,0.863816,1.15606
1.449404,1.066763,1.031705,1.055055,1.281566,0.971717,0.978274,1.021157,0.937649,0.887301,0.763122,0.962756,0.922524,0.839847,0.905736,1.190119,0.928091,0.976666,1.029092,0.93131,1.001892,0.854825,0.865228,1.131061
1.451764,1.058686,1.033338,1.048625,1.305735,0.95603,0.990164,1.03669,0.938088,0.888224,0.759604,0.960904,0.914552,0.835299,0.908746,1.190176,0.920619,0.955165,1.057287,0.944591,1.024251,0.851613,0.866067,1.123528
1.439045,1.062449,1.027567,1.045478,1.313477,0.953763,1.009284,1.062949,0.9585,0.878367,0.757732,0.966143,0.936107,0.845927,0.923968,1.207215,0.937654,0.948194,1.030487,0.933489,1.029076,0.860351,0.871926,1.126832
1.43844,1.052177,1.02465,1.07204,1.281837,0.961287,0.9961,1.048204,0.937226,0.895261,0.769565,0.955347,0.948664,0.854504,0.915497,1.190425,0.935084,0.983252,1.04251,0.943788,1.026472,0.839769,0.867726,1.122084
1.434862,1.045378,1.024458,1.03418,1.267637,0.943687,0.982538,0.996749,0.939602,0.856097,0.745906,0.944029,0.901876,0.851268,0.895755,1.179487,0.922081,0.928516,1.049474,0.919461,1.003271,0.839735,0.853096,1.099008
1.408507,1.046015,1.033074,1.039472,1.289672,0.948021,0.978402,0.989587,0.961056,0.873848,0.744377,0.948241,0.900789,0.847985,0.910757,1.187728,0.924301,0.983388,1.036133,0.930625,0.989614,0.846481,0.85777,1.10074
1.406778,1.046135,1.016496,1.03407,1.300771,0.952125,0.954623,1.000804,0.920272,0.877464,0.741243,0.961938,0.909167,0.847268,0.894784,1.180107,0.921316,0.974389,1.045413,0.943914,0.993269,0.851714,0.86476,1.101522
1.407011,1.033134,1.005194,1.043706,1.312337,0.962103,0.983655,0.994829,0.949549,0.879961,0.729164,0.958986,0.897933,0.847083,0.901795,1.192535,0.901279,0.963139,1.050445,0.948931,0.995134,0.830421,0.857042,1.100623
1.420918,1.042686,1.018695,1.02972,1.312254,0.959155,0.965254,1.008318,0.966252,0.877387,0.740052,0.965924,0.917677,0.85403,0.906718,1.185029,0.922412,0.929415,1.065393,0.930183,1.003288,0.847427,0.858259,1.085705
1.418278,1.026489,1.016292,1.047888,1.329305,0.957392,0.976126,1.007921,0.95927,0.875651,0.731028,0.956206,0.905164,0.853064,0.898812,1.184438,0.934847,0.94156,1.069349,0.954455,1.007459,0.853052,0.862552,1.097177
1.443761,1.046774,0.994257,1.046654,1.32288,0.961037,0.968225,0.9997,0.93829,0.860487,0.722171,0.943801,0.900152,0.851698,0.900609,1.183027,0.909236,0.940327,1.079812,0.940969,0.995101,0.851146,0.850716,1.094379
1.427555,1.037687,1.009389,1.075382,1.324364,0.943872,0.957672,0.971692,0.962484,0.870041,0.728148,0.939047,0.904208,0.848305,0.907416,1.175828,0.900151,0.933683,1.106153,0.955949,1.006669,0.849166,0.841119,1.09978
1.419397,1.053118,1.008323,1.066343,1.325597,0.966145,0.954651,0.979217,0.935205,0.863789,0.728625,0.936163,0.899749,0.850405,0.902725,1.198536,0.922322,0.920916,1.076796,0.946488,0.992283,0.842215,0.864876,1.085156
1.40912,1.051311,1.016314,1.084639,1.327318,0.950359,0.963639,0.991169,0.984951,0.868252,0.739249,0.951504,0.90404,0.843412,0.920565,1.198058,0.905743,0.923927,1.151081,0.951139,1.000939,0.850878,0.852151,1.107713
1.421757,1.06059,1.017812,1.082367,1.318513,0.947024,0.96692,0.980656,0.959645,0.875278,0.744166,0.962839,0.909317,0.854883,0.915668,1.190158,0.912603,0.94141,1.134869,0.935208,0.999093,0.857704,0.865927,1.121446
1.392489,1.043151,0.9963,1.070088,1.31828,0.96685,0.963534,0.987698,0.928884,0.868074,0.745694,0.94406,0.896884,0.84006,0.902978,1.185158,0.898105,0.95588,1.066753,0.939669,1.009732,0.84787,0.856662,1.121042
1.416781,1.058447,1.01353,1.057888,1.333076,0.968376,0.969258,0.991298,0.929425,0.873636,0.75091,0.960588,0.916113,0.845308,0.911034,1.195874,0.913756,0.973641,1.073384,0.934694,1.005152,0.847365,0.85522,1.145371
1.41323,1.046644,1.015975,1.047308,1.322423,0.962896,0.962933,0.98471,0.930198,0.853243,0.744889,0.961272,0.924425,0.857838,0.912189,1.178723,0.889463,0.95437,1.036361,0.926486,0.99043,0.843579,0.852791,1.130773
1.402257,1.044416,1.011572,1.024346,1.310387,0.966353,0.94936,0.979389,0.937435,0.864861,0.728057,0.959072,0.920155,0.842468,0.895952,1.171149,0.883439,0.958352,1.027308,0.925829,0.993237,0.845761,0.848032,1.148978
1.394534,1.063814,1.00542,1.056011,1.320745,0.961452,0.959307,0.987478,0.947369,0.858278,0.731117,0.951445,0.921447,0.837592,0.899814,1.183351,0.889437,0.964342,1.005504,0.921914,1.00357,0.845516,0.859717,1.162193
1.366062,1.05212,1.01959,1.030632,1.314664,0.947703,0.978473,0.998454,0.919309,0.858042,0.735993,0.944003,0.916965,0.848593,0.890134,1.163945,0.875807,0.96667,1.03235,0.923193,1.00682,0.842843,0.850007,1.162018
1.361928,1.067384,1.004476,1.057057,1.325374,0.965704,0.969042,0.998479,0.927938,0.859552,0.74233,0.946996,0.917217,0.846221,0.910694,1.173119,0.883823,0.973836,1.024673,0.919279,0.999281,0.842294,0.853117,1.198705
1.381266,1.048389,1.021766,1.074832,1.361364,0.976382,0.971514,0.993848,0.937459,0.860656,0.759261,0.950623,0.944717,0.866619,0.905916,1.172014,0.878124,0.999924,1.023991,0.922089,1.002161,0.84637,0.848801,1.149841
1.372513,1.035382,1.002804,1.061569,1.311731,0.952824,0.939333,0.972598,0.896715,0.853202,0.73063,0.935298,0.933656,0.849206,0.886131,1.166664,0.868749,0.962935,1.018189,0.899213,0.978929,0.824513,0.843558,1.158244
1.399773,1.057881,1.003046,1.0717,1.290578,0.952918,0.94869,0.997647,0.919274,0.852949,0.735269,0.947842,0.945362,0.902902,0.892771,1.16477,0.881102,0.945789,1.035347,0.914942,0.983758,0.83356,0.84683,1.145573
1.390284,1.052364,1.000904,1.051619,1.303256,0.949022,0.953705,0.985052,0.953463,0.85072,0.722874,0.947058,0.934037,0.946647,0.882837,1.168949,0.875186,0.946682,1.008143,0.904028,0.978934,0.822104,0.850518,1.135285
1.373202,1.050418,1.015848,1.0547,1.301488,0.94987,0.939832,0.972166,0.925057,0.840864,0.723,0.952318,0.930634,0.888299,0.890464,1.179731,0.866685,0.914713,1.019064,0.912445,0.985922,0.816827,0.840872,1.107157
1.394599,1.023059,1.005876,1.051569,1.323572,0.947763,0.922404,0.973369,0.948361,0.840227,0.730629,0.960601,0.927864,0.855638,0.881678,1.167085,0.881017,0.919147,1.037262,0.917898,0.987348,0.822077,0.842613,1.135092
1.41182,1.05852,1.01397,1.051802,1.308279,0.955881,0.956016,0.992953,0.91903,0.853991,0.7321,0.950423,0.943782,0.841068,0.888144,1.174922,0.901256,0.94267,1.044797,0.913444,0.988781,0.826418,0.847552,1.127743
1.425851,1.0408,0.994168,1.041895,1.282733,0.949668,0.950262,0.975898,0.908447,0.845069,0.718589,0.940058,0.937207,0.82917,0.893502,1.157011,0.888648,0.940204,1.030489,0.929723,1.001528,0.815057,0.835565,1.097687
1.42717,1.037843,1.001265,1.015166,1.29697,0.938729,0.961513,1.003379,0.913865,0.834086,0.725204,0.933669,0.941113,0.834868,0.886025,1.171461,0.88157,0.919768,1.039609,0.926321,0.996326,0.811337,0.83826,1.120673
1.40141,1.037646,1.007234,1.02231,1.304214,0.946188,0.981409,1.016274,0.924654,0.848201,0.743443,0.930728,0.936881,0.82751,0.876934,1.168571,0.878073,0.914859,1.042916,0.92819,1.002292,0.815139,0.844122,1.114188
1.382752,1.043981,1.01057,1.03253,1.286626,0.94416,0.957439,1.00309,0.929307,0.861624,0.74348,0.925662,0.925811,0.839112,0.888796,1.166234,0.895505,0.954273,1.039356,0.904027,1.001109,0.819438,0.843681,1.151437
1.374769,1.04703,0.991559,1.014988,1.266178,0.926326,0.921389,0.969224,0.924201,0.841217,0.739451,0.9323,0.922608,0.832123,0.86389,1.15801,0.882663,0.937346,1.039081,0.904141,0.987491,0.804333,0.832873,1.163551
1.373299,1.050208,1.001803,1.040832,1.296207,0.947509,0.965627,0.9716,0.972827,0.851578,0.740276,0.938448,0.941768,0.842937,0.8864,1.172959,0.901302,0.937866,1.038411,0.925399,1.010235,0.807374,0.841314,1.156266
1.400535,1.049685,1.026193,1.044778,1.301613,0.962955,0.982603,0.988371,0.959247,0.8537,0.735975,0.96072,0.938862,0.845199,0.905298,1.184016,0.884177,0.927083,1.048446,0.929297,1.011028,0.826304,0.8358,1.146787
1.435279,1.066461,1.001339,1.025728,1.301448,0.95815,0.987546,0.998632,0.954908,0.852835,0.742843,0.952366,0.932984,0.836294,0.894663,1.178579,0.896038,0.940637,1.053337,0.932848,1.035779,0.820609,0.844341,1.156632
1.45544,1.050257,1.003637,1.031205,1.320193,0.979996,0.979515,0.999755,0.933641,0.859698,0.743896,0.936494,0.929842,0.83366,0.891759,1.169374,0.877541,0.937261,1.051595,0.944559,1.034111,0.834508,0.84167,1.156922
1.448694,1.055223,0.999081,1.009049,1.332154,0.963473,0.953763,0.981654,0.926396,0.839585,0.769051,0.932418,0.93474,0.850694,0.88706,1.169261,0.884075,0.9423,1.058031,0.928684,0.993933,0.843679,0.837555,1.144105
1.422038,1.020421,0.990465,1.000974,1.321092,0.954622,0.96793,0.972146,0.934526,0.851289,0.747268,0.927365,0.915894,0.839514,0.874324,1.153021,0.859334,0.917002,1.049054,0.921844,1.00781,0.834908,0.836362,1.128068
1.436816,1.04011,1.001684,1.008932,1.328986,0.979251,0.981164,1.004021,0.966805,0.84723,0.737319,0.931755,0.920077,0.839846,0.889452,1.161276,0.873405,0.941339,1.028791,0.929748,1.006125,0.822054,0.84719,1.141124
1.422964,1.040409,1.006025,1.024718,1.315767,0.972463,0.977478,0.998393,0.9973,0.851369,0.726464,0.93617,0.924925,0.821446,0.906072,1.163889,0.874007,0.929356,1.024493,0.910224,1.012297,0.81908,0.837452,1.136399
1.425815,1.028277,0.993098,1.033318,1.300458,0.946375,0.949006,0.989743,0.974148,0.839865,0.701033,0.925047,0.910156,0.81343,0.874983,1.163354,0.885399,0.912068,1.029878,0.9165,0.996922,0.798685,0.840001,1.149483
1.419451,1.017945,0.975704,1.014161,1.278089,0.9191,0.958614,1.005632,0.91899,0.818672,0.68416,0.923056,0.90103,0.801867,0.856882,1.142493,0.872222,0.871307,1.036426,0.905765,0.985741,0.813313,0.826846,1.146425
1.395928,1.01007,0.969326,0.981546,1.250723,0.910585,0.944086,0.961041,0.880334,0.813473,0.666426,0.920236,0.858693,0.797145,0.838797,1.128093,0.863535,0.863423,1.027895,0.904151,0.964072,0.797708,0.807564,1.132772
